"Title","Sex","Age_Class","Year"
"89","FemaleJ","Adult",2001
"9","FemaleJ","Adult",2001
"92","Male","Adult",2001
"1","Male","Adult",2002
"10","Male","Adult",2002
"1019","FemaleJ","Adult",2002
"102","Male","Adult",2002
"120","Male","Adult",2002
"124","Male","Adult",2002
"127",NA,"Adult",2002
"1313","FemaleJ","Adult",2002
"1364","FemaleJ","Adult",2002
"1458","Male","Adult",2002
"1512","FemaleJ","Adult",2002
"16","Male","Adult",2002
"1676","Male","Adult",2002
"17","FemaleJ","Adult",2002
"1779","Male","Adult",2002
"1829","Male","Adult",2002
"1904","FemaleJ","Adult",2002
"1907",NA,"Adult",2002
"1914",NA,"Adult",2002
"1917","FemaleJ","Adult",2002
"1919",NA,"Adult",2002
"1924","Male","Adult",2002
"1926",NA,"Adult",2002
"1929","FemaleJ","Adult",2002
"1930","FemaleJ","Adult",2002
"1932",NA,"Adult",2002
"1939",NA,"Adult",2002
"1942",NA,"Adult",2002
"1943",NA,"Adult",2002
"1946",NA,"Adult",2002
"1951",NA,"Adult",2002
"1956",NA,"Adult",2002
"1957",NA,"Adult",2002
"1959",NA,"Adult",2002
"1960",NA,"Adult",2002
"1961",NA,"Adult",2002
"1962",NA,"Adult",2002
"1964",NA,"Adult",2002
"1966","Male","Adult",2002
"1967",NA,"Adult",2002
"1968",NA,"Adult",2002
"1970",NA,"Adult",2002
"1971",NA,"Adult",2002
"1972",NA,"Adult",2002
"1978","FemaleJ","Adult",2002
"1980",NA,"Adult",2002
"1981",NA,"Adult",2002
"1982",NA,"Adult",2002
"1983",NA,"Adult",2002
"1987",NA,"Juvenile",2002
"2000","FemaleJ","Adult",2002
"2008","FemaleJ","Adult",2002
"2010","FemaleJ","Adult",2002
"2013","Male","Adult",2002
"2014","FemaleJ","Adult",2002
"2019",NA,"Adult",2002
"2020",NA,"Adult",2002
"2021",NA,"Adult",2002
"2022",NA,"Juvenile",2002
"2025",NA,"Juvenile",2002
"2028","Male","Adult",2002
"2029",NA,"Adult",2002
"2030",NA,"Juvenile",2002
"2032",NA,"Adult",2002
"2033",NA,"Adult",2002
"2034",NA,"Adult",2002
"2036",NA,"Adult",2002
"2038",NA,"Adult",2002
"2040",NA,"Adult",2002
"2041",NA,"Adult",2002
"2042","FemaleJ","Juvenile",2002
"2044",NA,"Adult",2002
"2048","Male","Adult",2002
"2049",NA,"Adult",2002
"2052",NA,"Adult",2002
"2055",NA,"Adult",2002
"2056",NA,"Adult",2002
"2062","Male","Adult",2002
"2077",NA,"Adult",2002
"2081",NA,"Adult",2002
"2089",NA,"Adult",2002
"2090","Male","Adult",2002
"2096",NA,"Adult",2002
"2097",NA,"Adult",2002
"2101",NA,"Adult",2002
"2102","Male","Adult",2002
"2103",NA,"Adult",2002
"2104",NA,"Adult",2002
"2106",NA,"Adult",2002
"2107","Male","Adult",2002
"2109",NA,"Adult",2002
"2110",NA,"Adult",2002
"2112",NA,"Adult",2002
"2116",NA,"Adult",2002
"213",NA,"Adult",2002
"2130","FemaleJ","Adult",2002
"2131",NA,"Adult",2002
"2133",NA,"Adult",2002
"2135",NA,"Adult",2002
"2137",NA,"Adult",2002
"2138","Male","Adult",2002
"2144",NA,"Adult",2002
"2146",NA,"Adult",2002
"2147","FemaleJ","Adult",2002
"2148",NA,"Adult",2002
"2150",NA,"Adult",2002
"2153",NA,"Adult",2002
"2156",NA,"Adult",2002
"251","FemaleJ","Adult",2002
"28","Male","Adult",2002
"293","Male","Adult",2002
"3","Male","Adult",2002
"317",NA,"Adult",2002
"33","Male","Adult",2002
"37","Male","Adult",2002
"409","FemaleJ","Adult",2002
"413","Male","Adult",2002
"45","Male","Adult",2002
"480","Male","Adult",2002
"531","FemaleJ","Adult",2002
"549","Male","Adult",2002
"606","Male","Adult",2002
"649","FemaleJ","Adult",2002
"674","FemaleJ","Adult",2002
"677","FemaleJ","Adult",2002
"76","Male","Adult",2002
"804","Male","Adult",2002
"824","Male","Adult",2002
"832","FemaleJ","Adult",2002
"9","FemaleJ","Adult",2002
"92","Male","Adult",2002
"952","FemaleJ","Adult",2002
"961","FemaleJ","Adult",2002
"1","Male","Adult",2003
"120","Male","Adult",2003
"1470","FemaleJ","Adult",2003
"2102","Male","Adult",2003
"2107","Male","Adult",2003
"2220",NA,"Adult",2003
"2229",NA,"Adult",2003
"2232","Male","Adult",2003
"2233","Male","Adult",2003
"2235",NA,"Adult",2003
"2237",NA,"Adult",2003
"2238",NA,"Adult",2003
"2241",NA,"Adult",2003
"2246",NA,"Adult",2003
"2250",NA,"Adult",2003
"2252",NA,"Adult",2003
"2258","FemaleJ","Adult",2003
"2259",NA,"Adult",2003
"2260",NA,"Adult",2003
"2263",NA,"Adult",2003
"2308",NA,"Adult",2003
"251","FemaleJ","Adult",2003
"3","Male","Adult",2003
"33","Male","Adult",2003
"413","Male","Adult",2003
"45","Male","Adult",2003
"480","Male","Adult",2003
"54","FemaleJ","Adult",2003
"606","Male","Adult",2003
"824","Male","Adult",2003
"92","Male","Adult",2003
"9905",NA,"Adult",2003
"9909",NA,"Adult",2003
"9917",NA,"Adult",2003
"9922",NA,"Adult",2003
"1147","FemaleJ","Adult",2006
"120","Male","Adult",2006
"1313","FemaleJ","Adult",2006
"143",NA,"Adult",2006
"1458","Male","Adult",2006
"1747","FemaleJ","Adult",2006
"1757","FemaleJ","Adult",2006
"1779","Male","Adult",2006
"1904","FemaleJ","Adult",2006
"3009","Male","Adult",2006
"3012","Male","Adult",2006
"3013",NA,"Adult",2006
"3014",NA,"Adult",2006
"3024",NA,"Adult",2006
"3025",NA,"Adult",2006
"3034",NA,"Adult",2006
"3035",NA,"Adult",2006
"3046","FemaleJ","Adult",2006
"3055","FemaleJ","Adult",2006
"3056",NA,"Adult",2006
"3065","FemaleJ","Adult",2006
"3082",NA,"Adult",2006
"3085","FemaleJ","Juvenile",2006
"3086","FemaleJ","Adult",2006
"3087","FemaleJ","Adult",2006
"3098","Male","Adult",2006
"3101",NA,"Adult",2006
"3103",NA,"Adult",2006
"3105",NA,"Adult",2006
"3106",NA,"Adult",2006
"3108",NA,"Adult",2006
"4103","Male","Adult",2006
"531","FemaleJ","Adult",2006
"54","FemaleJ","Adult",2006
"558","Male","Adult",2006
"56",NA,"Adult",2006
"824","Male","Adult",2006
"832","FemaleJ","Adult",2006
"89","FemaleJ","Adult",2006
"952","FemaleJ","Adult",2006
"9918","FemaleJ","Adult",2006
"1747","FemaleJ","Adult",2007
"3012","Male","Adult",2007
"3086","FemaleJ","Adult",2007
"4103","Male","Adult",2007
"4104","Male","Adult",2007
"4107",NA,"Adult",2007
"4108",NA,"Adult",2007
"4111",NA,"Adult",2007
"4113","FemaleJ","Adult",2007
"4114","FemaleJ","Adult",2007
"4116",NA,"Adult",2007
"4117","FemaleJ","Adult",2007
"4118","FemaleJ","Adult",2007
"4119",NA,"Adult",2007
"4120",NA,"Adult",2007
"89","FemaleJ","Adult",2007
"952","FemaleJ","Adult",2007
"1114","Male","Adult",2008
"4200",NA,"Adult",2008
"4201",NA,"Adult",2008
"4203","FemaleJ","Adult",2008
"4206","FemaleJ","Adult",2008
"4207","FemaleJ","Adult",2008
"4208",NA,"Adult",2008
"76","Male","Adult",2008
"4513","FemaleJ","Adult",2009
"4514","FemaleJ","Adult",2009
"1025","FemaleJ","Adult",2010
"1147","FemaleJ","Adult",2010
"120","Male","Adult",2010
"1364","FemaleJ","Adult",2010
"1458","Male","Adult",2010
"16","Male","Adult",2010
"1747","FemaleJ","Adult",2010
"1757","FemaleJ","Adult",2010
"1779","Male","Adult",2010
"1904","FemaleJ","Adult",2010
"2028","Male","Adult",2010
"2048","Male","Adult",2010
"28","Male","Adult",2010
"3009","Male","Adult",2010
"3012","Male","Adult",2010
"3025",NA,"Adult",2010
"3086","FemaleJ","Adult",2010
"4103","Male","Adult",2010
"4113","FemaleJ","Adult",2010
"4114","FemaleJ","Adult",2010
"4117","FemaleJ","Adult",2010
"4118","FemaleJ","Adult",2010
"4203","FemaleJ","Adult",2010
"4206","FemaleJ","Adult",2010
"45","Male","Adult",2010
"4513","FemaleJ","Adult",2010
"4514","FemaleJ","Adult",2010
"480","Male","Adult",2010
"5003","Male","Adult",2010
"5009","FemaleJ","Adult",2010
"5019","Male","Adult",2010
"5025","FemaleJ","Adult",2010
"5026","FemaleJ","Adult",2010
"5028","FemaleJ","Adult",2010
"5029","FemaleJ","Adult",2010
"5031","Male","Adult",2010
"5032","FemaleJ","Adult",2010
"5033","FemaleJ","Adult",2010
"5035","Male","Adult",2010
"5036","Male","Adult",2010
"5039","Male","Adult",2010
"5044","Male","Adult",2010
"5067","Male","Adult",2010
"5069",NA,"Adult",2010
"5075","Male","Adult",2010
"5078","FemaleJ","Adult",2010
"5080","FemaleJ","Adult",2010
"5088","FemaleJ","Adult",2010
"5092","FemaleJ","Adult",2010
"5104","Male","Adult",2010
"5106","FemaleJ","Adult",2010
"5109",NA,"Adult",2010
"5111","Male","Adult",2010
"5112","FemaleJ","Adult",2010
"5113","FemaleJ","Adult",2010
"5114","Male","Adult",2010
"5127","Male","Adult",2010
"5130","FemaleJ","Adult",2010
"5137","Male","Adult",2010
"5144","FemaleJ","Adult",2010
"5148",NA,"Adult",2010
"5154",NA,"Adult",2010
"5158","Male","Adult",2010
"5161","Male","Adult",2010
"5165","Male","Adult",2010
"5184","FemaleJ","Adult",2010
"5193","FemaleJ","Adult",2010
"5223","FemaleJ","Adult",2010
"54","FemaleJ","Adult",2010
"5908","FemaleJ","Juvenile",2010
"5910",NA,"Juvenile",2010
"5919","FemaleJ","Adult",2010
"5926",NA,"Adult",2010
"5963",NA,"Adult",2010
"5986",NA,"Adult",2010
"606","Male","Adult",2010
"76","Male","Adult",2010
"804","Male","Adult",2010
"832","FemaleJ","Adult",2010
"89","FemaleJ","Adult",2010
"961","FemaleJ","Adult",2010
"9919","Male","Adult",2010
"10","Male","Adult",2011
"102","Male","Adult",2011
"1313","FemaleJ","Adult",2011
"1336","FemaleJ","Adult",2011
"1364","FemaleJ","Adult",2011
"1458","Male","Adult",2011
"16","Male","Adult",2011
"162","FemaleJ","Adult",2011
"170","FemaleJ","Adult",2011
"1739","Male","Adult",2011
"1757","FemaleJ","Adult",2011
"1779","Male","Adult",2011
"1829","Male","Adult",2011
"1929","FemaleJ","Adult",2011
"2013","Male","Adult",2011
"2028","Male","Adult",2011
"2048","Male","Adult",2011
"2102","Male","Adult",2011
"2246",NA,"Adult",2011
"293","Male","Adult",2011
"3009","Male","Adult",2011
"3012","Male","Adult",2011
"3016","FemaleJ","Adult",2011
"3025",NA,"Adult",2011
"303","FemaleJ","Adult",2011
"3098","Male","Adult",2011
"409","FemaleJ","Adult",2011
"4103","Male","Adult",2011
"4114","FemaleJ","Adult",2011
"4117","FemaleJ","Adult",2011
"4203","FemaleJ","Adult",2011
"4206","FemaleJ","Adult",2011
"45","Male","Adult",2011
"4513","FemaleJ","Adult",2011
"4514","FemaleJ","Adult",2011
"480","Male","Adult",2011
"5001","Male","Adult",2011
"5002","FemaleJ","Adult",2011
"5003","Male","Adult",2011
"5005",NA,"Adult",2011
"5006",NA,"Adult",2011
"5007","FemaleJ","Adult",2011
"5009","FemaleJ","Adult",2011
"5011","FemaleJ","Adult",2011
"5015","FemaleJ","Adult",2011
"5016","FemaleJ","Adult",2011
"5018","Male","Adult",2011
"5019","Male","Adult",2011
"5021",NA,"Adult",2011
"5024","FemaleJ","Adult",2011
"5025","FemaleJ","Adult",2011
"5026","FemaleJ","Adult",2011
"5027","FemaleJ","Adult",2011
"5028","FemaleJ","Adult",2011
"5029","FemaleJ","Adult",2011
"5031","Male","Adult",2011
"5032","FemaleJ","Adult",2011
"5033","FemaleJ","Adult",2011
"5035","Male","Adult",2011
"5036","Male","Adult",2011
"5039","Male","Adult",2011
"5041","FemaleJ","Adult",2011
"5043","FemaleJ","Adult",2011
"5044","Male","Adult",2011
"5045",NA,"Adult",2011
"5047",NA,"Adult",2011
"5049","Male","Adult",2011
"5052","FemaleJ","Adult",2011
"5053","FemaleJ","Adult",2011
"5059","Male","Adult",2011
"5061","Male","Adult",2011
"5063","Male","Adult",2011
"5064","FemaleJ","Adult",2011
"5065",NA,"Adult",2011
"5066","Male","Adult",2011
"5067","Male","Adult",2011
"5068","Male","Adult",2011
"5069",NA,"Adult",2011
"5071","Male","Adult",2011
"5075","Male","Adult",2011
"5079","FemaleJ","Adult",2011
"5080","FemaleJ","Adult",2011
"5081","FemaleJ","Adult",2011
"5088","FemaleJ","Adult",2011
"5090","FemaleJ","Juvenile",2011
"5091","FemaleJ","Adult",2011
"5092","FemaleJ","Adult",2011
"5099","FemaleJ","Adult",2011
"5103","FemaleJ","Juvenile",2011
"5104","Male","Adult",2011
"5106","FemaleJ","Adult",2011
"5108","FemaleJ","Adult",2011
"5109",NA,"Adult",2011
"5110",NA,"Adult",2011
"5111","Male","Adult",2011
"5112","FemaleJ","Adult",2011
"5113","FemaleJ","Adult",2011
"5114","Male","Adult",2011
"5115","FemaleJ","Adult",2011
"5116","FemaleJ","Adult",2011
"5117",NA,"Adult",2011
"5118",NA,"Adult",2011
"5119",NA,"Adult",2011
"5123",NA,"Adult",2011
"5124",NA,"Adult",2011
"5125",NA,"Juvenile",2011
"5126","FemaleJ","Juvenile",2011
"5127","Male","Adult",2011
"5128","FemaleJ","Adult",2011
"5129",NA,"Adult",2011
"5130","FemaleJ","Adult",2011
"5131","FemaleJ","Adult",2011
"5132",NA,"Adult",2011
"5133",NA,"Adult",2011
"5135","FemaleJ","Adult",2011
"5136","FemaleJ","Adult",2011
"5137","Male","Adult",2011
"5139",NA,"Adult",2011
"5140",NA,"Adult",2011
"5141",NA,"Adult",2011
"5142",NA,"Adult",2011
"5144","FemaleJ","Adult",2011
"5145",NA,"Adult",2011
"5146",NA,"Adult",2011
"5147",NA,"Adult",2011
"5148",NA,"Adult",2011
"5149",NA,"Adult",2011
"5150",NA,"Adult",2011
"5151",NA,"Adult",2011
"5154",NA,"Adult",2011
"5158","Male","Adult",2011
"5159","Male","Adult",2011
"5161","Male","Adult",2011
"5163",NA,"Adult",2011
"5165","Male","Adult",2011
"5166","FemaleJ","Adult",2011
"5168","FemaleJ","Adult",2011
"5169",NA,"Adult",2011
"5170","FemaleJ","Adult",2011
"5172",NA,"Adult",2011
"5173",NA,"Adult",2011
"5179",NA,"Adult",2011
"5180","FemaleJ","Adult",2011
"5183","FemaleJ","Adult",2011
"5184","FemaleJ","Adult",2011
"5185","FemaleJ","Adult",2011
"5189","FemaleJ","Adult",2011
"5191","FemaleJ","Adult",2011
"5193","FemaleJ","Adult",2011
"5194","Male","Adult",2011
"5196",NA,"Adult",2011
"5197",NA,"Adult",2011
"5198",NA,"Adult",2011
"5199","FemaleJ","Adult",2011
"5201",NA,"Adult",2011
"5202",NA,"Adult",2011
"5203",NA,"Adult",2011
"5204",NA,"Adult",2011
"5205",NA,"Adult",2011
"5206","FemaleJ","Adult",2011
"5208",NA,"Adult",2011
"5214",NA,"Adult",2011
"5216",NA,"Adult",2011
"5217",NA,"Adult",2011
"5220","FemaleJ","Adult",2011
"5221",NA,"Adult",2011
"5222",NA,"Adult",2011
"5228",NA,"Adult",2011
"5229","FemaleJ","Juvenile",2011
"531","FemaleJ","Adult",2011
"54","FemaleJ","Adult",2011
"606","Male","Adult",2011
"76","Male","Adult",2011
"804","Male","Adult",2011
"832","FemaleJ","Adult",2011
"89","FemaleJ","Adult",2011
"92","Male","Adult",2011
"952","FemaleJ","Adult",2011
"961","FemaleJ","Adult",2011
"9918","FemaleJ","Adult",2011
"9919","Male","Adult",2011
"102","Male","Adult",2013
"120","Male","Adult",2013
"1458","Male","Adult",2013
"162","FemaleJ","Adult",2013
"1676","Male","Adult",2013
"1739","Male","Adult",2013
"2028","Male","Adult",2013
"2102","Male","Adult",2013
"28","Male","Adult",2013
"3009","Male","Adult",2013
"3012","Male","Adult",2013
"3016","FemaleJ","Adult",2013
"3098","Male","Adult",2013
"4103","Male","Adult",2013
"45","Male","Adult",2013
"4513","FemaleJ","Adult",2013
"480","Male","Adult",2013
"5009","FemaleJ","Adult",2013
"5027","FemaleJ","Adult",2013
"5035","Male","Adult",2013
"5036","Male","Adult",2013
"5078","FemaleJ","Adult",2013
"5080","FemaleJ","Adult",2013
"5104","Male","Adult",2013
"5159","Male","Adult",2013
"5165","Male","Adult",2013
"5194","Male","Adult",2013
"5229","FemaleJ","Adult",2013
"54","FemaleJ","Adult",2013
"5963",NA,"Adult",2013
"6000","Male","Adult",2013
"6001","Male","Adult",2013
"6002","FemaleJ","Adult",2013
"6003","Male","Adult",2013
"6004","FemaleJ","Adult",2013
"6005","Male","Adult",2013
"6006","FemaleJ","Adult",2013
"6007",NA,"Adult",2013
"6008",NA,"Adult",2013
"6009",NA,"Adult",2013
"6010",NA,"Adult",2013
"6011","FemaleJ","Adult",2013
"6012",NA,"Adult",2013
"6013",NA,"Adult",2013
"6014","Male","Adult",2013
"6015",NA,"Adult",2013
"6016","Male","Adult",2013
"6017","Male","Adult",2013
"6018",NA,"Adult",2013
"6019",NA,"Adult",2013
"6020",NA,"Adult",2013
"6021",NA,"Adult",2013
"6022",NA,"Adult",2013
"6023",NA,"Adult",2013
"6024",NA,"Adult",2013
"6025","FemaleJ","Adult",2013
"6026","FemaleJ","Adult",2013
"6027",NA,"Adult",2013
"6028",NA,"Adult",2013
"6029",NA,"Adult",2013
"6031",NA,"Adult",2013
"6032",NA,"Adult",2013
"6033",NA,"Adult",2013
"6034",NA,"Adult",2013
"6035","Male","Adult",2013
"606","Male","Adult",2013
"92","Male","Adult",2013
"9919","Male","Adult",2013
"102","Male","Adult",2015
"1147","FemaleJ","Adult",2015
"1739","Male","Adult",2015
"1757","FemaleJ","Adult",2015
"1904","FemaleJ","Adult",2015
"2028","Male","Adult",2015
"2048","Male","Adult",2015
"293","Male","Adult",2015
"303","FemaleJ","Adult",2015
"4103","Male","Adult",2015
"4104","Male","Adult",2015
"4113","FemaleJ","Adult",2015
"4203","FemaleJ","Adult",2015
"45","Male","Adult",2015
"4513","FemaleJ","Adult",2015
"5001","Male","Adult",2015
"5002","FemaleJ","Adult",2015
"5003","Male","Adult",2015
"5018","Male","Adult",2015
"5024","FemaleJ","Adult",2015
"5025","FemaleJ","Adult",2015
"5029","FemaleJ","Adult",2015
"5035","Male","Adult",2015
"5036","Male","Adult",2015
"5059","Male","Adult",2015
"5061","Male","Adult",2015
"5068","Male","Adult",2015
"5071","Male","Adult",2015
"5075","Male","Adult",2015
"5078","FemaleJ","Adult",2015
"5080","FemaleJ","Adult",2015
"5092","FemaleJ","Adult",2015
"5104","Male","Adult",2015
"5109",NA,"Adult",2015
"5111","Male","Adult",2015
"5114","Male","Adult",2015
"5127","Male","Adult",2015
"5132",NA,"Adult",2015
"5133",NA,"Adult",2015
"5135","FemaleJ","Adult",2015
"5158","Male","Adult",2015
"5165","Male","Adult",2015
"5194","Male","Adult",2015
"5206","FemaleJ","Adult",2015
"5229","FemaleJ","Adult",2015
"531","FemaleJ","Adult",2015
"54","FemaleJ","Adult",2015
"6010",NA,"Adult",2015
"6015",NA,"Adult",2015
"6016","Male","Adult",2015
"6017","Male","Adult",2015
"6022",NA,"Adult",2015
"6025","FemaleJ","Adult",2015
"6026","FemaleJ","Adult",2015
"6027",NA,"Adult",2015
"6100",NA,"Adult",2015
"6102","Male","Adult",2015
"6103","FemaleJ","Adult",2015
"6104",NA,"Adult",2015
"6105","Male","Adult",2015
"6106","FemaleJ","Adult",2015
"6107",NA,"Juvenile",2015
"6108",NA,"Adult",2015
"6109",NA,"Adult",2015
"6110","Male","Adult",2015
"6111","FemaleJ","Adult",2015
"6112","Male","Adult",2015
"6113","FemaleJ","Adult",2015
"6114","FemaleJ","Adult",2015
"6115","FemaleJ","Juvenile",2015
"6116","FemaleJ","Juvenile",2015
"6117",NA,"Calf",2015
"6118","FemaleJ","Adult",2015
"6119",NA,"Adult",2015
"6120","FemaleJ","Adult",2015
"6121",NA,"Adult",2015
"6122","Male","Adult",2015
"6123","Male","Adult",2015
"6124","FemaleJ","Adult",2015
"6125",NA,"Adult",2015
"6126",NA,"Adult",2015
"6127","FemaleJ","Adult",2015
"6128","FemaleJ","Adult",2015
"6129",NA,"Adult",2015
"6130","FemaleJ","Adult",2015
"6131","FemaleJ","Adult",2015
"6132",NA,"Calf",2015
"6133","Male","Adult",2015
"6134","FemaleJ","Adult",2015
"6135",NA,"Adult",2015
"6136",NA,"Adult",2015
"6137",NA,"Adult",2015
"6138","Male","Adult",2015
"6139","Male","Adult",2015
"6140","FemaleJ","Adult",2015
"6141","FemaleJ","Adult",2015
"6142",NA,"Adult",2015
"6143",NA,"Juvenile",2015
"6144",NA,"Adult",2015
"6145","FemaleJ","Juvenile",2015
"6146","FemaleJ","Adult",2015
"6147","FemaleJ","Juvenile",2015
"6148",NA,"Adult",2015
"6149",NA,"Juvenile",2015
"6150","FemaleJ","Adult",2015
"6151",NA,"Adult",2015
"6153",NA,"Adult",2015
"6154","FemaleJ","Adult",2015
"6155","FemaleJ","Adult",2015
"6156","FemaleJ","Adult",2015
"6158",NA,"Adult",2015
"6159",NA,"Calf",2015
"6160",NA,"Juvenile",2015
"6161","FemaleJ","Adult",2015
"6162","FemaleJ","Adult",2015
"6163","Male","Adult",2015
"6164",NA,"Adult",2015
"6166",NA,"Adult",2015
"6167","FemaleJ","Adult",2015
"6168",NA,"Adult",2015
"6169",NA,"Adult",2015
"6170","FemaleJ","Adult",2015
"6171","FemaleJ","Adult",2015
"6172","FemaleJ","Adult",2015
"6173",NA,"Adult",2015
"6174",NA,"Juvenile",2015
"6175","Male","Adult",2015
"6176",NA,"Adult",2015
"6177",NA,"Calf",2015
"6178","FemaleJ","Adult",2015
"6179",NA,"Adult",2015
"6180",NA,"Adult",2015
"6181","FemaleJ","Calf",2015
"6182","FemaleJ","Adult",2015
"6183",NA,"Juvenile",2015
"6185","FemaleJ","Adult",2015
"6186","Male","Adult",2015
"6187",NA,"Adult",2015
"6188",NA,"Adult",2015
"6189",NA,"Adult",2015
"804","Male","Adult",2015
"832","FemaleJ","Adult",2015
"961","FemaleJ","Adult",2015
"9919","Male","Adult",2015
"102","Male","Adult",2016
"1364","FemaleJ","Adult",2016
"1458","Male","Adult",2016
"1739","Male","Adult",2016
"1757","FemaleJ","Adult",2016
"1904","FemaleJ","Adult",2016
"2048","Male","Adult",2016
"3009","Male","Adult",2016
"3012","Male","Adult",2016
"409","FemaleJ","Adult",2016
"4103","Male","Adult",2016
"4104","Male","Adult",2016
"4113","FemaleJ","Adult",2016
"4117","FemaleJ","Adult",2016
"4203","FemaleJ","Adult",2016
"45","Male","Adult",2016
"4513","FemaleJ","Adult",2016
"5001","Male","Adult",2016
"5002","FemaleJ","Adult",2016
"5003","Male","Adult",2016
"5018","Male","Adult",2016
"5019","Male","Adult",2016
"5024","FemaleJ","Adult",2016
"5025","FemaleJ","Adult",2016
"5029","FemaleJ","Adult",2016
"5035","Male","Adult",2016
"5036","Male","Adult",2016
"5059","Male","Adult",2016
"5061","Male","Adult",2016
"5064","FemaleJ","Adult",2016
"5067","Male","Adult",2016
"5068","Male","Adult",2016
"5071","Male","Adult",2016
"5075","Male","Adult",2016
"5078","FemaleJ","Adult",2016
"5080","FemaleJ","Adult",2016
"5091","FemaleJ","Adult",2016
"5104","Male","Adult",2016
"5108","FemaleJ","Adult",2016
"5111","Male","Adult",2016
"5112","FemaleJ","Adult",2016
"5114","Male","Adult",2016
"5127","Male","Adult",2016
"5132",NA,"Adult",2016
"5144","FemaleJ","Adult",2016
"5158","Male","Adult",2016
"5159","Male","Adult",2016
"5165","Male","Adult",2016
"5194","Male","Adult",2016
"531","FemaleJ","Adult",2016
"54","FemaleJ","Adult",2016
"6002","FemaleJ","Adult",2016
"6003","Male","Adult",2016
"6010",NA,"Adult",2016
"6016","Male","Adult",2016
"6017","Male","Adult",2016
"6021",NA,"Adult",2016
"6022",NA,"Adult",2016
"6025","FemaleJ","Adult",2016
"6026","FemaleJ","Adult",2016
"6102","Male","Adult",2016
"6104",NA,"Adult",2016
"6105","Male","Adult",2016
"6106","FemaleJ","Adult",2016
"6108",NA,"Adult",2016
"6112","Male","Adult",2016
"6113","FemaleJ","Adult",2016
"6115","FemaleJ","Juvenile",2016
"6123","Male","Adult",2016
"6126",NA,"Adult",2016
"6128","FemaleJ","Adult",2016
"6130","FemaleJ","Adult",2016
"6133","Male","Adult",2016
"6140","FemaleJ","Adult",2016
"6141","FemaleJ","Adult",2016
"6142",NA,"Adult",2016
"6143",NA,"Juvenile",2016
"6144",NA,"Adult",2016
"6145","FemaleJ","Juvenile",2016
"6147","FemaleJ","Juvenile",2016
"6150","FemaleJ","Adult",2016
"6151",NA,"Adult",2016
"6153",NA,"Adult",2016
"6156","FemaleJ","Adult",2016
"6160",NA,"Juvenile",2016
"6161","FemaleJ","Adult",2016
"6167","FemaleJ","Adult",2016
"6172","FemaleJ","Adult",2016
"6173",NA,"Adult",2016
"6178","FemaleJ","Adult",2016
"6185","FemaleJ","Adult",2016
"6200","FemaleJ","Adult",2016
"6201","Male","Juvenile",2016
"6202",NA,"Adult",2016
"6203","FemaleJ","Adult",2016
"6205",NA,"Adult",2016
"6206","FemaleJ","Adult",2016
"6207",NA,"Calf",2016
"6208","FemaleJ","Juvenile",2016
"6209",NA,"Adult",2016
"6210","Male","Adult",2016
"6211","FemaleJ","Adult",2016
"6212",NA,"Adult",2016
"6213",NA,"Adult",2016
"6214",NA,"Juvenile",2016
"6215","FemaleJ","Juvenile",2016
"6216","FemaleJ","Adult",2016
"6217","FemaleJ","Adult",2016
"6218",NA,"Adult",2016
"6219","FemaleJ","Juvenile",2016
"6220","Male","Adult",2016
"6221","FemaleJ","Adult",2016
"6222",NA,"Adult",2016
"6223",NA,"Adult",2016
"6224","FemaleJ","Adult",2016
"6225",NA,"Adult",2016
"6227",NA,"Adult",2016
"6228","FemaleJ","Adult",2016
"6229",NA,"Adult",2016
"6230","FemaleJ","Adult",2016
"6231","FemaleJ","Calf",2016
"6232","FemaleJ","Adult",2016
"6233","Male","Adult",2016
"6234","FemaleJ","Calf",2016
"6235",NA,"Juvenile",2016
"6236","FemaleJ","Adult",2016
"6237","FemaleJ","Adult",2016
"6238","FemaleJ","Adult",2016
"6239","FemaleJ","Juvenile",2016
"6240",NA,"Adult",2016
"6241",NA,"Adult",2016
"6242","FemaleJ","Adult",2016
"6243",NA,"Adult",2016
"6244","FemaleJ","Adult",2016
"6245",NA,"Adult",2016
"6246","FemaleJ","Adult",2016
"6247",NA,"Adult",2016
"6248",NA,"Adult",2016
"6249",NA,"Adult",2016
"6250",NA,"Juvenile",2016
"6251",NA,"Adult",2016
"6252","FemaleJ","Juvenile",2016
"6253","FemaleJ","Adult",2016
"6254","FemaleJ","Adult",2016
"6255",NA,"Adult",2016
"6256",NA,"Adult",2016
"6257","Male","Adult",2016
"6258",NA,"Adult",2016
"804","Male","Adult",2016
"832","FemaleJ","Adult",2016
"89","FemaleJ","Adult",2016
"92","Male","Adult",2016
"961","FemaleJ","Adult",2016
"9918","FemaleJ","Adult",2016
"102","Male","Adult",2017
"1739","Male","Adult",2017
"1829","Male","Adult",2017
"3012","Male","Adult",2017
"4103","Male","Adult",2017
"5003","Male","Adult",2017
"5067","Male","Adult",2017
"5071","Male","Adult",2017
"5158","Male","Adult",2017
"5159","Male","Adult",2017
"5165","Male","Adult",2017
"5206","FemaleJ","Adult",2017
"6016","Male","Adult",2017
"6017","Male","Adult",2017
"6025","FemaleJ","Adult",2017
"6026","FemaleJ","Adult",2017
"6027",NA,"Adult",2017
"6104",NA,"Adult",2017
"6120","FemaleJ","Adult",2017
"6130","FemaleJ","Adult",2017
