"Individual","Year","Prop_Female"
"16","2002",0.122684205224186
"531","2002",0.416493637826104
"549","2002",0.0432502353624886
"606","2002",0.0565714931652765
"649","2002",0.256338248045626
"674","2002",0.305932303337658
"677","2002",0.0306029183203636
"804","2002",0.0376875740334842
"824","2002",0.0182630437092065
"832","2002",0.209385976032543
"952","2002",0.383421586189248
"961","2002",0.211908309526372
"1019","2002",0.220529560931831
"1313","2002",0.314356865993721
"1364","2002",0.651756369315401
"1458","2002",0.0247536014073141
"1512","2002",0.221818181818182
"1676","2002",0.173794779790497
"2102","2002",0
"1779","2002",0.0803838725633828
"1829","2002",0.785677127127049
"1904","2002",0.575171821305842
"1914","2002",0.36
"1907","2002",0.530612244897959
"1917","2002",0.291793313069909
"1919","2002",0.333333333333333
"1924","2002",0.647887323943662
"1926","2002",0.647887323943662
"1929","2002",0.119204448246364
"1930","2002",0.0529801324503311
"1932","2002",1
"2130","2002",0.276729559748428
"2131","2002",0.424460431654676
"1978","2002",0.13677811550152
"2133","2002",0.339080459770115
"1966","2002",0.33489242282507
"2135","2002",0.371069182389937
"2137","2002",0.371069182389937
"2138","2002",0.462616822429907
"1967","2002",0.177993527508091
"2146","2002",0.468085106382979
"2147","2002",0.530612244897959
"2148","2002",0
"2150","2002",0
"2144","2002",0.408945686900958
"1939","2002",0.804878048780488
"1942","2002",0.421052631578947
"1943","2002",0.421052631578947
"1946","2002",0.18018018018018
"2153","2002",0.205128205128205
"2156","2002",0.571428571428572
"1951","2002",0
"1956","2002",0.361702127659574
"1957","2002",0.288135593220339
"1959","2002",0.288135593220339
"1961","2002",0.361702127659574
"1960","2002",0.361702127659574
"1962","2002",0.414634146341463
"1964","2002",0.272727272727273
"1968","2002",0
"1971","2002",0
"1972","2002",0
"1970","2002",0
"1980","2002",0.468085106382979
"1981","2002",0.403669724770642
"1983","2002",0.496124031007752
"1982","2002",0.571428571428572
"1987","2002",0
"2000","2002",0.764705882352941
"2008","2002",0.764705882352941
"2010","2002",0.661016949152542
"2013","2002",0.8125
"2014","2002",0.256410256410256
"2020","2002",0.252252252252252
"2019","2002",0.0961538461538461
"2021","2002",0.176470588235294
"2022","2002",0.176470588235294
"2025","2002",0.240963855421687
"2028","2002",0.105913616193467
"2029","2002",0.252427184466019
"2030","2002",0.252427184466019
"2033","2002",0.229885057471264
"2032","2002",0.246913580246914
"2036","2002",0.1875
"2038","2002",0.3
"2040","2002",0.166666666666667
"2042","2002",0.075
"2041","2002",0.0851063829787234
"2044","2002",0.285714285714286
"2034","2002",0.177777777777778
"2048","2002",0.200565604694398
"2049","2002",0.25
"2052","2002",0
"2062","2002",0
"2056","2002",0
"2077","2002",0.797297297297297
"2081","2002",0.797297297297297
"2089","2002",0
"2090","2002",0
"2096","2002",0
"2097","2002",0
"2101","2002",0
"2103","2002",0
"2104","2002",0
"2106","2002",0
"2107","2002",0
"2109","2002",0
"2110","2002",0
"2112","2002",1
"2116","2002",1
"251","2003",0.0112557520271246
"3","2003",0.054849892855638
"1","2003",0.0290174332263879
"33","2003",0.0125636642236759
"45","2003",0.0376721578583467
"54","2003",0.439342076329762
"92","2003",0
"120","2003",0.0296647473438431
"413","2003",0.0270123675487375
"480","2003",0.0102385354601554
"606","2003",0.155192996418623
"824","2003",0.0157779583754062
"1470","2003",0.0152691182084235
"2102","2003",0.0419482030883605
"2107","2003",0
"9917","2003",0
"9905","2003",0
"9909","2003",0
"2220","2003",0.264705882352941
"2229","2003",0.2
"2232","2003",0.25
"2233","2003",0.2
"2235","2003",0.166666666666667
"2237","2003",0.333333333333333
"2238","2003",0
"2241","2003",0.233160621761658
"2263","2003",0.233160621761658
"9922","2003",0
"2246","2003",0
"2250","2003",0
"2252","2003",0
"2258","2003",1
"2259","2003",0.365853658536585
"2260","2003",0.365853658536585
"54","2006",0.447487132878189
"89","2006",0.808069163216117
"120","2006",0.337349397590361
"143","2006",0.1
"531","2006",0.503767512772573
"824","2006",0.315789473684211
"832","2006",0.708676532645757
"952","2006",0.574801214192304
"1147","2006",0.565301458373165
"1313","2006",0.0783783783783784
"1458","2006",0.418024069525222
"1757","2006",0.486244155529235
"1779","2006",0.422969675845242
"1904","2006",0.627021987413565
"1747","2006",0.38522129428645
"3009","2006",0.308888875102539
"3012","2006",0.277556136283577
"3013","2006",0
"3087","2006",0.120689655172414
"3024","2006",0
